,year,protest_time
339,2001,1
340,2001,1
341,2002,1
342,2003,1
343,2003,1
344,2004,1
345,2005,0
346,2006,0
347,2007,0
348,2008,0
349,2009,0
350,2010,0
351,2011,0
352,2012,1
353,2012,1
354,2013,0
355,2014,0
356,2015,0
357,2016,0
358,2017,1
359,2017,1
360,2017,1
361,2017,1
362,2017,1
363,2017,1
364,2017,1
365,2017,1
366,2017,1
367,2017,1
368,2017,1
369,2017,1
370,2017,1
371,2017,1
372,2017,1
373,2017,1
374,2017,1
375,2017,1
376,2017,1
377,2017,1
378,2017,1
379,2017,1
380,2017,1
381,2017,1
382,2018,1
383,2018,1
384,2018,1
385,2018,1
386,2019,0
387,2020,1
388,2020,1
1664,1990,1
1665,1990,1
1666,1990,20
1667,1991,1
1668,1991,3
1669,1991,1
1670,1991,1
1671,1992,4
1672,1992,1
1673,1992,1
1674,1992,3
1675,1993,3
1676,1993,4
1677,1993,64
1678,1993,2
1679,1993,2
1680,1994,4
1681,1994,1
1682,1994,3
1683,1994,2
1684,1994,9
1685,1994,1
1686,1994,2
1687,1995,1
1688,1995,2
1689,1995,1
1690,1995,1
1691,1995,1
1692,1995,1
1693,1996,2
1694,1996,7
1695,1997,27
1696,1997,8
1697,1997,2
1698,1997,1
1699,1997,1
1700,1998,1
1701,1998,1
1702,1998,2
1703,1998,1
1704,1998,1
1705,1998,1
1706,1999,5
1707,1999,2
1708,1999,50
1709,1999,1
1710,1999,15
1711,1999,2
1712,1999,4
1713,1999,2
1714,1999,13
1715,1999,1
1716,1999,1
1717,2000,2
1718,2000,1
1719,2000,1
1720,2000,1
1721,2000,1
1722,2000,1
1723,2000,1
1724,2000,1
1725,2000,2
1726,2000,1
1727,2000,46
1728,2000,1
1729,2000,1
1730,2000,1
1731,2000,9
1732,2000,1
1733,2000,2
1734,2000,1
1735,2001,2
1736,2001,2
1737,2001,1
1738,2001,1
1739,2001,2
1740,2001,2
1741,2001,1
1742,2001,3
1743,2001,1
1744,2001,1
1745,2001,1
1746,2002,2
1747,2002,1
1748,2002,1
1749,2002,2
1750,2002,2
1751,2002,1
1752,2002,2
1753,2002,1
1754,2002,2
1755,2002,1
1756,2003,10
1757,2003,2
1758,2003,1
1759,2003,9
1760,2003,1
1761,2003,1
1762,2003,1
1763,2003,4
1764,2003,1
1765,2003,51
1766,2003,1
1767,2004,1
1768,2004,3
1769,2004,4
1770,2004,1
1771,2004,24
1772,2004,9
1773,2004,15
1774,2004,2
1775,2005,1
1776,2005,1
1777,2005,1
1778,2005,1
1779,2005,1
1780,2005,1
1781,2005,1
1782,2005,2
1783,2005,1
1784,2005,11
1785,2005,1
1786,2006,3
1787,2006,2
1788,2006,2
1789,2006,6
1790,2006,9
1791,2006,2
1792,2007,0
1793,2008,1
1794,2008,1
1795,2009,3
1796,2009,1
1797,2010,1
1798,2010,4
1799,2010,1
1800,2010,1
1801,2010,2
1802,2011,1
1803,2012,15
1804,2013,0
1805,2014,1
1806,2015,1
1807,2015,1
1808,2015,1
1809,2015,1
1810,2015,1
1811,2015,1
1812,2016,94
1813,2017,1
1814,2017,12
1815,2018,1
1816,2019,1
1817,2019,1
1818,2019,1
1819,2019,1
1820,2019,1
1821,2019,1
1822,2019,1
1823,2019,1
1824,2019,1
1825,2019,1
1826,2019,1
1827,2019,1
1828,2020,0
12831,1990,1
12832,1990,1
12833,1991,1
12834,1991,4
12835,1992,4
12836,1993,1
12837,1993,1
12838,1993,1
12839,1994,1
12840,1994,1
12841,1994,1
12842,1995,0
12843,1996,0
12844,1997,0
12845,1998,0
12846,1999,0
12847,2000,1
12848,2001,0
12849,2002,6
12850,2002,6
12851,2002,1
12852,2003,0
12853,2004,1
12854,2004,2
12855,2004,2
12856,2005,1
12857,2005,1
12858,2005,1
12859,2005,1
12860,2005,1
12861,2005,1
12862,2006,1
12863,2006,1
12864,2006,1
12865,2007,0
12866,2008,1
12867,2008,1
12868,2008,1
12869,2008,1
12870,2009,0
12871,2010,148
12872,2010,1
12873,2010,1
12874,2011,3
12875,2011,18
12876,2011,7
12877,2011,1
12878,2011,15
12879,2011,1
12880,2011,1
12881,2011,1
12882,2011,1
12883,2011,1
12884,2011,3
12885,2011,1
12886,2011,2
12887,2011,3
12888,2011,20
12889,2011,1
12890,2011,1
12891,2011,2
12892,2011,13
12893,2011,6
12894,2012,1
12895,2012,1
12896,2012,1
12897,2012,1
12898,2012,1
12899,2012,1
12900,2012,2
12901,2012,1
12902,2012,6
12903,2012,1
12904,2012,1
12905,2012,1
12906,2012,1
12907,2012,13
12908,2013,2
12909,2013,3
12910,2013,1
12911,2013,1
12912,2013,5
12913,2013,43
12914,2013,2
12915,2013,1
12916,2013,2
12917,2013,1
12918,2013,3
12919,2013,1
12920,2013,1
12921,2013,1
12922,2013,1
12923,2013,1
12924,2013,1
12925,2013,1
12926,2013,1
12927,2013,1
12928,2013,1
12929,2013,1
12930,2014,1
12931,2014,1
12932,2014,1
12933,2014,1
12934,2014,1
12935,2014,1
12936,2014,1
12937,2014,1
12938,2014,1
12939,2014,1
12940,2014,1
12941,2014,1
12942,2014,1
12943,2014,1
12944,2014,1
12945,2014,1
12946,2014,1
12947,2014,1
12948,2015,1
12949,2015,1
12950,2015,1
12951,2015,1
12952,2015,1
12953,2016,1
12954,2016,1
12955,2016,1
12956,2016,1
12957,2016,1
12958,2016,6
12959,2017,1
12960,2017,1
12961,2017,1
12962,2018,0
12963,2019,1
12964,2019,1
12965,2019,1
12966,2019,1
12967,2020,0
820,1990,0
821,1991,1
822,1992,0
823,1993,1
824,1993,1
825,1994,0
826,1995,2
827,1995,1
828,1995,1
829,1995,1
830,1995,1
831,1995,1
832,1995,1
833,1995,1
834,1995,1
835,1995,1
836,1995,2
837,1995,1
838,1996,6
839,1996,2
840,1996,24
841,1996,1
842,1997,1
843,1998,1
844,1998,1
845,1998,1
846,1998,1
847,1999,1
848,1999,1
849,2000,1
850,2000,1
851,2000,1
852,2000,2
853,2001,1
854,2001,1
855,2002,0
856,2003,1
857,2003,1
858,2003,1
859,2004,2
860,2004,1
861,2004,1
862,2004,1
863,2004,1
864,2005,0
865,2006,1
866,2006,1
867,2006,1
868,2006,1
869,2007,0
870,2008,1
871,2008,1
872,2009,1
873,2010,0
874,2011,0
875,2012,0
876,2013,1
877,2013,1
878,2014,0
879,2015,1
880,2015,1
881,2016,1
882,2017,0
883,2018,0
884,2019,0
885,2020,0
8353,1990,0
8354,1991,0
8355,1992,1
8356,1993,1
8357,1994,0
8358,1995,0
8359,1996,0
8360,1997,0
8361,1998,0
8362,1999,0
8363,2000,1
8364,2001,0
8365,2002,0
8366,2003,0
8367,2004,0
8368,2005,0
8369,2006,0
8370,2007,0
8371,2008,0
8372,2009,0
8373,2010,0
8374,2011,0
8375,2012,0
8376,2013,1
8377,2014,0
8378,2015,0
8379,2016,0
8380,2017,0
8381,2018,0
8382,2019,0
8383,2020,0
10752,1990,0
10753,1991,0
10754,1992,0
10755,1993,0
10756,1994,0
10757,1995,0
10758,1996,0
10759,1997,0
10760,1998,0
10761,1999,0
10762,2000,0
10763,2001,1
10764,2002,0
10765,2003,0
10766,2004,0
10767,2005,0
10768,2006,0
10769,2007,0
10770,2008,0
10771,2009,0
10772,2010,0
10773,2011,0
10774,2012,0
10775,2013,2
10776,2014,0
10777,2015,0
10778,2016,0
10779,2017,2
10780,2018,0
10781,2019,0
10782,2020,0
7373,1991,0
7374,1992,0
7375,1993,1
7376,1994,0
7377,1995,0
7378,1996,0
7379,1997,0
7380,1998,1
7381,1998,1
7382,1998,1
7383,1998,1
7384,1999,2
7385,1999,1
7386,1999,1
7387,2000,1
7388,2000,7
7389,2000,1
7390,2000,1
7391,2000,1
7392,2000,1
7393,2000,1
7394,2001,1
7395,2001,1
7396,2001,1
7397,2001,1
7398,2001,1
7399,2002,1
7400,2002,2
7401,2002,1
7402,2003,3
7403,2003,1
7404,2003,1
7405,2003,1
7406,2004,0
7407,2005,1
7408,2005,1
7409,2005,1
7410,2005,1
7411,2005,1
7412,2006,1
7413,2006,1
7414,2006,1
7415,2006,1
7416,2006,1
7417,2006,1
7418,2006,1
7419,2006,1
7420,2007,1
7421,2007,1
7422,2007,2
7423,2008,1
7424,2009,0
7425,2010,1
7426,2011,0
7427,2012,0
7428,2013,1
7429,2013,1
7430,2014,0
7431,2015,0
7432,2016,0
7433,2017,0
7434,2018,1
7435,2019,1
7436,2020,0
10714,1990,1
10715,1991,1
10716,1992,1
10717,1993,0
10718,1994,1
10719,1994,1
10720,1995,0
10721,1996,1
10722,1996,1
10723,1997,1
10724,1998,0
10725,1999,0
10726,2000,0
10727,2001,3
10728,2001,2
10729,2001,1
10730,2002,3
10731,2002,1
10732,2002,1
10733,2003,0
10734,2004,1
10735,2005,3
10736,2005,2
10737,2006,1
10738,2007,0
10739,2008,0
10740,2009,0
10741,2010,0
10742,2011,0
10743,2012,1
10744,2012,1
10745,2013,2
10746,2014,1
10747,2014,1
10748,2015,1
10749,2015,1
10750,2015,1
10751,2015,1
10701,2016,2
10702,2016,1
10703,2016,1
10704,2016,1
10705,2017,1
10706,2018,2
10707,2018,1
10708,2018,1
10709,2018,3
10710,2018,1
10711,2019,1
10712,2019,1
10713,2020,1
8133,1990,0
8134,1991,0
8135,1992,1
8136,1993,0
8137,1994,0
8138,1995,0
8139,1996,1
8140,1997,0
8141,1998,0
8142,1999,0
8143,2000,1
8144,2000,1
8145,2001,0
8146,2002,0
8147,2003,0
8148,2004,0
8149,2005,0
8150,2006,0
8151,2007,1
8152,2008,0
8153,2009,0
8154,2010,0
8155,2011,0
8156,2012,0
8157,2013,0
8158,2014,0
8159,2015,1
8160,2015,1
8161,2016,1
8162,2016,1
8163,2016,1
8164,2016,1
8165,2017,0
8166,2018,1
8167,2019,0
8168,2020,0
3943,1990,1
3944,1990,1
3945,1990,1
3946,1990,1
3947,1990,1
3948,1990,1
3949,1990,1
3950,1990,1
3951,1990,1
3952,1990,1
3953,1990,1
3954,1990,1
3955,1990,1
3956,1990,1
3957,1990,1
3958,1990,1
3959,1990,1
3960,1990,4
3961,1990,1
3962,1990,1
3963,1990,1
3964,1990,1
3965,1990,1
3966,1990,1
3967,1990,1
3968,1990,1
3969,1990,1
3970,1991,1
3971,1991,1
3972,1991,1
3973,1991,3
3974,1991,1
3975,1991,1
3976,1991,1
3977,1991,9
3978,1991,1
3979,1991,1
3980,1991,1
3981,1991,1
3982,1991,1
3983,1991,1
3984,1991,1
3985,1991,1
3986,1991,1
3987,1991,1
3988,1991,1
3989,1991,1
3990,1991,1
3991,1991,1
3992,1991,1
3993,1991,1
3994,1992,1
3995,1992,1
3996,1992,1
3997,1992,1
3998,1992,1
3999,1992,1
4000,1992,1
4001,1992,1
4002,1992,1
4003,1992,1
4004,1992,1
4005,1992,1
4006,1992,1
4007,1992,1
4008,1992,1
4009,1992,1
4010,1992,1
4011,1992,1
4012,1992,1
4013,1992,1
4014,1992,10
4015,1992,1
4016,1992,1
4017,1992,1
4018,1992,1
4019,1992,1
4020,1992,1
4021,1992,1
4022,1992,1
4023,1992,1
4024,1992,2
4025,1992,1
4026,1992,1
4027,1992,1
4028,1992,1
4029,1993,1
4030,1993,1
4031,1993,1
4032,1993,1
4033,1993,1
4034,1993,1
4035,1993,1
4036,1993,1
4037,1993,1
4038,1993,1
4039,1993,1
4040,1993,1
4041,1993,1
4042,1993,1
4043,1993,1
4044,1993,1
4045,1993,1
4046,1993,1
4047,1993,1
4048,1993,1
4049,1993,1
4050,1993,1
4051,1993,1
4052,1993,1
4053,1993,1
4054,1993,1
4055,1994,1
4056,1994,1
4057,1994,1
4058,1994,1
4059,1994,1
4060,1994,1
4061,1994,1
4062,1994,1
4063,1994,1
4064,1994,1
4065,1994,1
4066,1994,1
4067,1994,1
4068,1994,1
4069,1994,1
4070,1994,1
4071,1994,1
4072,1994,1
4073,1994,1
4074,1994,1
4075,1995,1
4076,1995,1
4077,1995,1
4078,1995,1
4079,1995,1
4080,1995,1
4081,1995,1
4082,1995,1
4083,1995,5
4084,1995,1
4085,1995,1
4086,1995,1
4087,1995,2
4088,1995,1
4089,1995,1
4090,1995,1
4091,1995,1
4092,1995,1
4093,1995,1
4094,1995,1
4095,1995,1
4096,1995,1
4097,1995,1
4098,1995,1
4099,1995,1
4100,1995,1
4101,1995,1
4102,1995,1
4103,1995,1
4104,1995,1
4105,1995,1
4106,1995,1
4107,1995,1
4108,1995,1
4109,1995,1
4110,1995,1
4111,1995,1
4112,1996,1
4113,1996,1
4114,1996,156
4115,1996,1
4116,1996,1
4117,1996,1
4118,1996,1
4119,1996,1
4120,1996,1
4121,1996,1
4122,1996,1
4123,1996,1
4124,1996,1
4125,1996,1
4126,1996,1
4127,1996,1
4128,1996,1
4129,1996,1
4130,1996,1
4131,1996,1
4132,1996,1
4133,1996,1
4134,1996,1
4135,1996,1
4136,1996,12
4137,1996,1
4138,1996,1
4139,1997,1
4140,1997,21
4141,1997,1
4142,1997,1
4143,1997,1
4144,1997,1
4145,1997,1
4146,1997,1
4147,1997,1
4148,1997,1
4149,1997,1
4150,1997,1
4151,1997,1
4152,1997,1
4153,1997,1
4154,1997,4
4155,1997,27
4156,1997,3
4157,1997,1
4158,1997,1
4159,1997,1
4160,1997,1
4161,1998,1
4162,1998,1
4163,1998,1
4164,1998,1
4165,1998,1
4166,1998,1
4167,1998,1
4168,1998,1
4169,1998,1
4170,1998,1
4171,1998,1
4172,1998,1
4173,1998,1
4174,1998,1
4175,1998,1
4176,1998,1
4177,1998,1
4178,1998,1
4179,1998,1
4180,1998,1
4181,1998,1
4182,1998,1
4183,1998,1
4184,1998,1
4185,1998,1
4186,1998,1
4187,1998,1
4188,1998,1
4189,1999,1
4190,1999,1
4191,1999,1
4192,1999,1
4193,1999,2
4194,1999,1
4195,1999,1
4196,1999,1
4197,1999,1
4198,1999,1
4199,1999,1
4200,2000,3
4201,2000,4
4202,2000,1
4203,2000,1
4204,2000,1
4205,2000,2
4206,2000,1
4207,2000,1
4208,2000,3
4209,2000,9
4210,2000,2
4211,2000,2
4212,2001,1
4213,2001,1
4214,2002,1
4215,2002,1
4216,2002,1
4217,2002,1
4218,2002,2
4219,2002,1
4220,2002,1
4221,2002,4
4222,2002,1
4223,2003,1
4224,2003,1
4225,2003,1
4226,2003,1
4227,2003,1
4228,2003,1
4229,2003,1
4230,2003,1
4231,2003,1
4232,2003,1
4233,2003,1
4234,2003,1
4235,2004,1
4236,2004,1
4237,2004,1
4238,2004,1
4239,2004,1
4240,2005,1
4241,2005,1
4242,2005,1
4243,2005,1
4244,2005,1
4245,2005,15
4246,2005,1
4247,2005,16
4248,2006,1
4249,2006,4
4250,2006,1
4251,2006,1
4252,2006,1
4253,2006,1
4254,2006,1
4255,2006,1
4256,2006,1
4257,2006,1
4258,2006,1
4259,2006,2
4260,2007,1
4261,2007,2
4262,2007,1
4263,2007,1
4264,2007,1
4265,2007,3
4266,2008,1
4267,2008,1
4268,2008,1
4269,2008,1
4270,2008,1
4271,2008,2
4272,2009,1
4273,2009,1
4274,2009,1
4275,2009,1
4276,2009,3
4277,2009,1
4278,2009,1
4279,2009,2
4280,2009,1
4281,2010,1
4282,2010,1
4283,2010,1
4284,2010,1
4285,2010,1
4286,2010,1
4287,2010,1
4288,2010,3
4289,2010,1
4290,2010,1
4291,2011,1
4292,2011,1
4293,2012,1
4294,2012,1
4295,2012,1
4296,2012,1
4297,2012,1
4298,2012,1
4299,2012,1
4300,2013,1
4301,2013,1
4302,2013,1
4303,2013,1
4304,2013,1
4305,2013,1
4306,2013,1
4307,2013,1
4308,2013,1
4309,2013,1
4310,2013,3
4311,2013,1
4312,2013,1
4313,2013,1
4314,2013,1
4315,2013,1
4316,2014,1
4317,2014,1
4318,2014,1
4319,2014,1
4320,2014,1
4321,2014,1
4322,2014,31
4323,2014,1
4324,2014,1
4325,2014,1
4326,2014,1
4327,2014,1
4328,2014,1
4329,2014,1
4330,2014,1
4331,2014,1
4332,2014,1
4333,2015,1
4334,2015,1
4335,2015,1
4336,2015,1
4337,2015,296
4338,2015,1
4339,2015,1
4340,2015,1
4341,2015,1
4342,2015,1
4343,2015,1
4344,2015,1
4345,2015,1
4346,2015,1
4347,2016,1
4348,2016,1
4349,2016,1
4350,2016,1
4351,2016,1
4352,2016,1
4353,2016,1
4354,2016,1
4355,2016,1
4356,2016,1
4357,2016,1
4358,2016,1
4359,2016,1
4360,2016,1
4361,2016,1
4362,2016,1
4363,2016,1
4364,2016,1
4365,2016,1
4366,2016,1
4367,2016,1
4368,2016,1
4369,2016,1
4370,2016,34
4371,2016,1
4372,2016,1
4373,2016,1
4374,2016,1
4375,2016,1
4376,2016,1
4377,2016,1
4378,2016,1
4379,2016,1
4380,2016,1
4381,2016,1
4382,2016,1
4383,2016,1
4384,2016,1
4385,2016,1
4386,2016,1
4387,2016,1
4388,2016,1
4389,2016,1
4390,2016,1
4391,2016,1
4392,2016,1
4393,2016,1
4394,2016,1
4395,2016,1
4396,2017,12
4397,2017,1
4398,2017,1
4399,2017,1
4400,2017,1
4401,2017,1
4402,2017,1
4403,2017,1
4404,2017,1
4405,2017,1
4406,2017,1
4407,2017,1
4408,2017,1
4409,2017,1
4410,2017,1
4411,2017,1
4412,2017,1
4413,2017,1
4414,2017,1
4415,2018,12
4416,2018,1
4417,2018,4
4418,2018,1
4419,2018,2
4420,2018,2
4421,2018,7
4422,2018,2
4423,2018,1
4424,2018,1
4425,2018,2
4426,2018,1
4427,2018,2
4428,2018,2
4429,2018,1
4430,2018,2
4431,2018,1
4432,2018,2
4433,2018,2
4434,2018,1
4435,2018,1
4436,2018,2
4437,2018,1
4438,2018,2
4439,2018,1
4440,2018,1
4441,2018,1
4442,2018,1
4443,2018,1
4444,2018,1
4445,2018,2
4446,2018,1
4447,2018,1
4448,2018,3
4449,2018,1
4450,2018,1
4451,2018,1
4452,2018,1
4453,2018,1
4454,2018,1
4455,2018,1
4456,2018,1
4457,2019,1
4458,2019,1
4459,2019,2
4460,2019,1
4461,2019,1
4462,2019,1
4463,2019,1
4464,2019,1
4465,2019,1
4466,2019,1
4467,2019,1
4468,2019,1
4469,2019,1
4470,2019,1
4471,2019,1
4472,2019,1
4473,2019,1
4474,2019,1
4475,2019,1
4476,2019,1
4477,2019,1
4478,2019,1
4479,2019,1
4480,2019,1
4481,2019,1
4482,2019,1
4483,2019,1
4484,2019,1
4485,2020,1
4486,2020,1
4487,2020,1
4488,2020,1
4489,2020,1
9697,1990,3
9698,1990,3
9699,1990,1
9700,1990,4
9701,1990,5
9702,1990,2
9703,1991,0
9704,1992,1
9705,1993,1
9706,1993,1
9707,1993,1
9708,1993,1
9709,1993,2
9710,1993,3
9711,1994,4
9712,1995,0
9713,1996,0
9714,1997,0
9715,1998,2
9716,1998,1
9717,1999,1
9718,1999,1
9719,2000,0
9720,2001,0
9721,2002,0
9722,2003,0
9723,2004,1
9724,2005,2
9725,2005,1
9726,2006,1
9727,2007,0
9728,2008,5
9729,2009,1
9730,2009,2
9731,2009,3
9732,2010,1
9733,2011,1
9734,2011,1
9735,2012,1
9736,2013,1
9737,2014,1
9738,2015,1
9739,2016,1
9740,2016,2
9741,2017,0
9742,2018,0
9743,2019,0
9744,2020,0
8384,1990,0
8385,1991,1
8386,1992,0
8387,1993,0
8388,1994,1
8389,1995,0
8390,1996,0
8391,1997,0
8392,1998,0
8393,1999,0
8394,2000,1
8395,2000,4
8396,2001,0
8397,2002,0
8398,2003,0
8399,2004,0
8400,2005,0
8401,2006,0
8402,2007,1
8403,2008,0
8404,2009,0
8405,2010,0
8406,2011,0
8407,2012,0
8408,2013,0
8409,2014,0
8410,2015,0
8411,2016,1
8412,2016,1
8413,2017,1
8414,2017,1
8415,2017,1
8416,2017,1
8417,2017,1
8418,2017,1
8419,2017,1
8420,2018,1
8421,2018,1
8422,2019,1
8423,2020,1
8424,2020,1
8425,2020,1
8426,2020,1
7934,1990,2
7935,1990,7
7936,1991,1
7937,1991,12
7938,1991,1
7939,1991,2
7940,1991,1
7941,1992,1
7942,1992,1
7943,1992,1
7944,1992,1
7945,1992,1
7946,1992,1
7947,1993,0
7948,1994,1
7949,1994,1
7950,1994,1
7951,1995,1
7952,1995,13
7953,1996,1
7954,1996,1
7955,1996,7
7956,1996,1
7957,1997,1
7958,1998,0
7959,1999,1
7960,2000,0
7961,2001,1
7962,2001,1
7963,2001,1
7964,2002,0
7965,2003,2
7966,2003,6
7967,2003,3
7968,2004,1
7969,2004,1
7970,2004,1
7971,2005,1
7972,2006,0
7973,2007,1
7974,2007,5
7975,2007,1
7976,2008,1
7977,2009,5
7978,2009,1
7979,2009,1
7980,2010,0
7981,2011,3
7982,2011,2
7983,2012,3
7984,2012,1
7985,2013,1
7986,2013,1
7987,2014,1
7988,2014,1
7989,2014,1
7990,2015,0
7991,2016,1
7992,2016,1
7993,2016,1
7994,2016,1
7995,2017,1
7996,2018,2
7997,2018,1
7998,2019,1
7999,2019,1
8000,2020,0
4742,1990,1
4743,1990,1
4744,1990,1
4745,1990,1
4746,1990,1
4747,1991,1
4748,1991,1
4749,1991,1
4750,1991,1
4751,1991,1
4752,1991,1
4753,1991,1
4754,1991,1
4755,1991,1
4756,1991,1
4757,1991,1
4758,1991,1
4759,1991,1
4760,1991,1
4761,1991,1
4762,1992,1
4763,1992,1
4764,1992,1
4765,1992,1
4766,1992,1
4767,1992,1
4768,1992,1
4769,1992,1
4770,1992,1
4771,1993,1
4772,1993,1
4773,1993,1
4774,1993,1
4775,1993,1
4776,1993,1
4777,1993,1
4778,1993,1
4779,1993,1
4780,1993,1
4781,1993,1
4782,1993,1
4783,1993,1
4784,1994,1
4785,1994,1
4786,1995,1
4787,1995,1
4788,1995,1
4789,1995,1
4790,1996,1
4791,1996,1
4792,1996,1
4793,1996,1
4794,1996,1
4795,1996,1
4796,1996,1
4797,1997,1
4798,1997,1
4799,1997,1
4800,1997,2
4801,1997,1
4802,1997,1
4803,1997,1
4804,1997,1
4805,1997,1
4806,1997,1
4807,1998,1
4808,1998,1
4809,1998,1
4810,1998,1
4811,1998,1
4812,1998,1
4813,1999,1
4814,1999,1
4815,1999,1
4816,1999,1
4817,2000,1
4818,2000,1
4819,2000,1
4820,2000,1
4821,2000,1
4822,2000,1
4823,2000,1
4824,2000,1
4825,2000,1
4826,2000,1
4827,2000,1
4828,2001,1
4829,2001,1
4830,2001,1
4831,2001,1
4832,2001,1
4833,2001,1
4834,2001,1
4835,2001,1
4836,2001,1
4837,2001,1
4838,2002,2
4839,2002,1
4840,2002,1
4841,2003,1
4842,2003,1
4843,2003,1
4844,2003,1
4845,2003,1
4846,2004,1
4847,2004,1
4848,2004,1
4849,2004,1
4850,2004,1
4851,2004,1
4852,2004,1
4853,2004,1
4854,2004,1
4855,2004,1
4856,2004,1
4857,2004,1
4858,2005,1
4859,2005,1
4860,2005,2
4861,2005,1
4862,2006,1
4863,2006,1
4864,2007,1
4865,2007,4
4866,2007,1
4867,2007,1
4868,2007,1
4869,2007,1
4870,2008,1
4871,2009,1
4872,2009,1
4873,2009,2
4874,2009,1
4875,2009,1
4876,2010,1
4877,2010,1
4878,2010,1
4879,2010,1
4880,2010,1
4881,2010,1
4882,2010,1
4883,2010,1
4884,2010,1
4885,2010,1
4886,2010,3
4887,2010,1
4888,2011,1
4889,2011,1
4890,2011,1
4891,2011,1
4892,2011,1
4893,2011,1
4894,2011,1
4895,2011,297
4896,2012,1
4897,2012,1
4898,2012,1
4899,2012,1
4900,2012,4
4901,2013,3
4902,2013,1
4903,2013,1
4904,2013,1
4905,2013,1
4906,2014,1
4907,2014,1
4908,2014,1
4909,2014,1
4910,2014,1
4911,2014,1
4912,2014,1
4913,2014,1
4914,2014,1
4915,2014,1
4916,2014,1
4917,2014,1
4918,2014,1
4919,2014,1
4920,2014,1
4921,2015,1
4922,2015,1
4923,2015,1
4924,2015,1
4925,2015,1
4926,2015,1
4927,2015,1
4928,2015,1
4929,2015,1
4930,2015,29
4931,2015,1
4932,2015,1
4933,2015,1
4934,2015,1
4935,2015,1
4936,2015,1
4937,2015,1
4938,2015,1
4939,2015,1
4940,2015,1
4941,2015,1
4942,2015,1
4943,2015,1
4944,2015,1
4945,2015,1
4946,2015,1
4947,2015,1
4948,2015,1
4949,2015,1
4950,2015,1
4951,2015,1
4952,2015,1
4953,2015,1
4954,2015,1
4955,2015,1
4956,2015,1
4957,2015,1
4958,2015,1
4959,2015,1
4960,2015,1
4961,2015,1
4962,2015,1
4963,2015,1
4964,2015,1
4965,2015,1
4966,2015,1
4967,2015,1
4968,2015,1
4969,2015,1
4970,2015,1
4971,2015,1
4972,2015,1
4973,2015,1
4974,2015,1
4975,2015,1
4976,2015,1
4977,2015,1
4978,2015,1
4979,2015,1
4980,2015,1
4981,2015,1
4982,2015,1
4983,2016,1
4984,2016,1
4985,2016,1
4986,2016,1
4987,2016,1
4988,2016,1
4989,2016,1
4990,2016,1
4991,2016,1
4992,2016,1
4993,2016,1
4994,2016,1
4995,2016,1
4996,2016,1
4997,2016,1
4998,2016,1
4999,2016,1
5000,2016,1
5001,2016,1
5002,2016,1
5003,2016,1
5004,2016,1
5005,2016,1
5006,2016,1
5007,2016,1
5008,2016,1
5009,2016,1
5010,2016,1
5011,2016,1
5012,2016,1
5013,2016,1
5014,2016,1
5015,2016,1
5016,2016,1
5017,2016,2
5018,2016,1
5019,2016,1
5020,2016,1
5021,2016,1
5022,2016,1
5023,2016,1
5024,2016,1
5025,2016,1
5026,2016,1
5027,2016,1
5028,2016,1
5029,2016,1
5030,2016,1
5031,2017,1
5032,2017,1
5033,2017,1
5034,2017,1
5035,2017,1
5036,2017,1
5037,2017,1
5038,2017,1
5039,2017,1
5040,2017,1
5041,2017,1
5042,2017,1
5043,2017,1
5044,2017,1
5045,2017,1
5046,2017,1
5047,2017,1
5048,2017,1
5049,2017,1
5050,2017,1
5051,2017,1
5052,2017,1
5053,2017,1
5054,2017,1
5055,2017,1
5056,2017,1
5057,2017,1
5058,2017,1
5059,2017,1
5060,2017,1
5061,2017,1
5062,2017,1
5063,2017,1
5064,2017,1
5065,2017,1
5066,2017,1
5067,2017,1
5068,2017,1
5069,2017,1
5070,2017,1
5071,2017,1
5072,2017,1
5073,2017,1
5074,2017,1
5075,2017,1
5076,2017,1
5077,2018,1
5078,2018,1
5079,2018,1
5080,2018,1
5081,2018,1
5082,2018,1
5083,2018,1
5084,2018,1
5085,2018,1
5086,2018,6
5087,2018,14
5088,2018,1
5089,2018,1
5090,2018,1
5091,2018,2
5092,2018,1
5093,2018,1
5094,2018,1
5095,2018,1
5096,2018,1
5097,2018,1
5098,2018,1
5099,2018,1
5100,2019,1
5101,2019,1
5102,2019,1
5103,2019,1
5104,2020,1
5105,2020,1
5108,1990,1
5109,1990,1
5110,1990,1
5111,1990,1
5112,1990,1
5113,1990,1
5114,1990,1
5115,1990,1
5116,1990,1
5117,1990,1
5118,1990,1
5106,1990,1
5107,1990,1
9274,1990,0
9275,1991,1
9276,1992,0
9277,1993,1
9278,1993,1
9279,1994,1
9280,1995,1
9281,1995,1
9282,1995,1
9283,1995,1
9284,1995,1
9285,1995,1
9286,1996,0
9287,1997,0
9288,1998,1
9289,1999,1
9290,1999,1
9291,1999,1
9292,1999,1
9293,2000,0
9294,2001,0
9295,2002,0
9296,2003,1
9297,2003,1
9298,2003,1
9299,2004,0
9300,2005,1
9301,2006,0
9302,2007,1
9303,2008,1
9304,2009,0
9305,2010,1
9306,2010,1
9307,2010,1
9308,2010,1
9309,2011,1
9310,2011,1
9311,2011,1
9312,2011,1
9313,2011,1
9314,2011,1
9315,2011,1
9316,2012,1
9317,2012,1
9318,2012,5
9319,2012,1
9320,2012,1
9321,2012,1
9322,2012,1
9323,2012,1
