,year,protest_time
13925,2013,1
13926,2013,1
13927,2013,1
13928,2013,1
13929,2013,1
13930,2013,1
13931,2013,1
13932,2013,4
13933,2013,6
13934,2013,1
13935,2013,1
13936,2013,11
13937,2013,1
13938,2013,1
13939,2013,3
13940,2013,1
13941,2013,1
13942,2013,4
13943,2013,3
13944,2013,1
13945,2013,1
13946,2013,1
13947,2014,1
13948,2014,1
13949,2015,0
13950,2016,1
13951,2017,0
13952,2018,1
13953,2019,1
13954,2019,1
13955,2020,1
13956,2020,1
13957,2020,1
16590,1990,0
16591,1991,0
16592,1992,0
16593,1993,0
16594,1994,0
16595,1995,0
16596,1996,0
16597,1997,0
16598,1998,0
16599,1999,1
16600,2000,1
16601,2001,0
16602,2002,0
16603,2003,0
16604,2004,0
16605,2005,0
16606,2006,0
16607,2007,0
16608,2008,0
16609,2009,0
16610,2010,0
16611,2011,0
16612,2012,0
16613,2013,0
16614,2014,0
16615,2015,0
16616,2016,0
16617,2017,0
16618,2018,0
16619,2019,0
16620,2020,0
7437,1991,0
7438,1992,0
7439,1993,1
7440,1994,0
7441,1995,1
7442,1995,1
7443,1996,1
7444,1996,1
7445,1996,1
7446,1996,1
7447,1996,1
7448,1996,1
7449,1996,1
7450,1996,1
7451,1996,1
7452,1996,1
7453,1997,1
7454,1997,1
7455,1997,1
7456,1997,1
7457,1997,1
7458,1997,1
7459,1998,1
7460,1998,1
7461,1998,1
7462,1998,1
7463,1998,1
7464,1998,1
7465,1998,1
7466,1998,1
7467,1998,1
7468,1998,1
7469,1998,1
7470,1998,1
7471,1999,1
7472,1999,1
7473,1999,1
7474,1999,1
7475,1999,1
7476,1999,1
7477,1999,1
7478,2000,0
7479,2001,0
7480,2002,1
7481,2002,1
7482,2002,1
7483,2002,1
7484,2002,1
7485,2002,1
7486,2003,1
7487,2003,1
7488,2003,1
7489,2003,1
7490,2003,1
7491,2003,1
7492,2003,1
7493,2004,1
7494,2004,1
7495,2004,1
7496,2005,0
7497,2006,0
7498,2007,1
7499,2007,1
7500,2007,1
7501,2007,1
7502,2007,1
7503,2008,1
7504,2008,1
7505,2008,1
7506,2008,1
7507,2009,1
7508,2010,1
7509,2011,1
7510,2011,1
7511,2011,1
7512,2011,1
7513,2011,1
7514,2011,1
7515,2011,1
7516,2011,1
7517,2011,1
7518,2011,1
7519,2012,1
7520,2012,1
7521,2012,1
7522,2012,1
7523,2013,0
7524,2014,0
7525,2015,0
7526,2016,0
7527,2017,1
7528,2017,1
7529,2018,1
7530,2018,1
7531,2018,1
7532,2018,1
7533,2019,0
7534,2020,0
13007,1990,1
13008,1990,1
13009,1991,0
13010,1992,5
13011,1992,4
13012,1992,1
13013,1992,1
13014,1993,1
13015,1993,1
13016,1993,1
13017,1994,1
13018,1994,1
13019,1995,0
13020,1996,0
13021,1997,1
13022,1998,0
13023,1999,0
13024,2000,2
13025,2000,1
13026,2001,1
13027,2002,1
13028,2002,1
13029,2002,1
13030,2002,1
13031,2002,1
13032,2003,0
13033,2004,1
13034,2005,29
13035,2005,1
13036,2005,1
13037,2005,1
13038,2005,1
13039,2005,1
13040,2005,1
13041,2006,1
13042,2006,1
13043,2006,1
13044,2006,1
13045,2006,1
13046,2006,1
13047,2007,1
13048,2007,1
13049,2008,1
13050,2008,1
13051,2008,1
13052,2008,6
13053,2009,0
13054,2010,0
13055,2011,1
13056,2011,1
13057,2011,1
13058,2011,1
13059,2012,1
13060,2013,1
13061,2014,8
13062,2014,1
13063,2014,1
13064,2014,1
13065,2015,1
13066,2015,1
13067,2015,1
13068,2015,1
13069,2015,1
13070,2015,1
13071,2015,1
13072,2016,0
13073,2017,8
13074,2018,1
13075,2019,1
13076,2019,1
13077,2019,1
13078,2019,1
13079,2019,1
13080,2019,1
13081,2019,1
13082,2019,1
13083,2019,1
13084,2019,1
13085,2019,1
13086,2019,1
13087,2019,1
13088,2019,1
13089,2019,1
13090,2019,1
13091,2019,1
13092,2019,1
13093,2019,1
13094,2019,1
13095,2019,1
13096,2019,1
13097,2019,1
13098,2019,1
13099,2019,1
13100,2019,1
13101,2019,1
13102,2019,1
13103,2019,1
13104,2019,1
13105,2019,1
13106,2019,1
13107,2019,1
13108,2019,1
13109,2019,1
13110,2019,1
13111,2019,1
13112,2019,1
13113,2019,1
13114,2019,1
13115,2019,1
13116,2019,1
13117,2019,1
13118,2019,1
13119,2019,1
13120,2019,1
13121,2019,1
13122,2019,1
13123,2019,1
13124,2019,1
13125,2019,1
13126,2019,1
13127,2019,1
13128,2019,1
13129,2019,1
13130,2019,1
13131,2019,1
13132,2019,1
13133,2019,1
13134,2019,1
13135,2019,1
13136,2019,2
13137,2020,2
11604,1990,0
11605,1991,0
11606,1992,0
11607,1993,0
11608,1994,1
11609,1994,1
11610,1994,1
11611,1994,1
11612,1994,1
11613,1995,1
11614,1996,1
11615,1996,1
11616,1997,1
11617,1997,1
11618,1997,1
11619,1997,1
11620,1998,1
11621,1998,1
11622,1998,1
11623,1998,52
11624,1999,1
11625,1999,1
11626,2000,1
11627,2000,1
11628,2001,1
11629,2001,1
11630,2002,1
11631,2003,1
11632,2003,1
11633,2003,1
11634,2003,1
11635,2003,1
11636,2004,0
11637,2005,0
11638,2006,0
11639,2007,1
11640,2008,0
11641,2009,0
11642,2010,0
11643,2011,3
11644,2011,1
11645,2012,0
11646,2013,0
11647,2014,0
11648,2015,0
11649,2016,1
11650,2017,0
11651,2018,0
11652,2019,1
11653,2020,0
9145,1990,2
9146,1991,0
9147,1992,0
9148,1993,2
9149,1994,0
9150,1995,0
9151,1996,1
9152,1997,0
9153,1998,1
9154,1998,1
9155,1999,1
9156,1999,1
9157,2000,0
9158,2001,1
9159,2002,1
9160,2002,1
9161,2003,1
9162,2003,1
9163,2003,1
9164,2004,1
9165,2004,1
9166,2004,1
9167,2004,1
9168,2004,1
9169,2004,1
9170,2004,2
9171,2004,1
9172,2005,2
9173,2005,1
9174,2005,1
9175,2005,4
9176,2005,1
9177,2005,1
9178,2005,1
9179,2006,1
9180,2006,1
9181,2006,2
9182,2007,2
9183,2008,0
9184,2009,0
9185,2010,1
9186,2010,1
9187,2011,1
9188,2011,1
9189,2011,1
9190,2011,2
9191,2012,1
9192,2012,1
9193,2013,1
9194,2013,1
9195,2013,1
9196,2013,2
9197,2013,1
9198,2013,1
9199,2014,1
9200,2014,1
9201,2014,1
9202,2015,1
9203,2015,1
9204,2015,1
9205,2015,1
9206,2015,1
9207,2015,1
9208,2015,1
9209,2015,1
9210,2016,1
9211,2017,1
9212,2017,1
9213,2017,1
9214,2017,1
9215,2017,1
9216,2018,1
9217,2019,1
9218,2019,1
9219,2019,1
9220,2019,1
9221,2020,1
9222,2020,1
12304,1990,0
12305,1991,0
12306,1992,0
12307,1993,26
12308,1994,0
12309,1995,0
12310,1996,1
12311,1997,0
12312,1998,0
12313,1999,0
12314,2000,0
12315,2001,0
12316,2002,0
12317,2003,0
12318,2004,0
12319,2005,0
12320,2006,0
12321,2007,0
12322,2008,0
12323,2009,0
12324,2010,0
12325,2011,8
12326,2011,1
12327,2011,1
12328,2011,1
12329,2011,1
12330,2011,1
12331,2011,1
12332,2012,1
12333,2012,1
12334,2012,1
12335,2012,1
12336,2012,1
12337,2013,1
12338,2014,1
12339,2014,24
12340,2014,1
12341,2014,1
12342,2015,1
12343,2015,1
12344,2015,1
12345,2016,0
12346,2017,0
12347,2018,0
12348,2019,1
12349,2020,0
7535,1990,1
7536,1991,0
7537,1992,0
7538,1993,0
7539,1994,0
7540,1995,1
7541,1996,1
7542,1997,1
7543,1998,0
7544,1999,1
7545,1999,1
7546,1999,1
7547,1999,1
7548,1999,1
7549,1999,2
7550,1999,7
7551,1999,1
7552,1999,1
7553,1999,1
7554,1999,1
7555,2000,1
7556,2000,1
7557,2000,1
7558,2000,1
7559,2000,1
7560,2000,1
7561,2000,5
7562,2000,1
7563,2000,1
7564,2000,1
7565,2000,1
7566,2000,1
7567,2001,0
7568,2002,0
7569,2003,1
7570,2004,1
7571,2005,0
7572,2006,0
7573,2007,0
7574,2008,0
7575,2009,1
7576,2010,1
7577,2011,0
7578,2012,0
7579,2013,1
7580,2014,0
7581,2015,1
7582,2016,0
7583,2017,0
7584,2018,1
7585,2018,1
7586,2019,0
7587,2020,0
3911,1990,0
3912,1991,0
3913,1992,0
3914,1993,1
3915,1994,0
3916,1995,0
3917,1996,0
3918,1997,1
3919,1997,1
3920,1998,0
3921,1999,0
3922,2000,0
3923,2001,0
3924,2002,0
3925,2003,0
3926,2004,0
3927,2005,0
3928,2006,0
3929,2007,0
3930,2008,0
3931,2009,0
3932,2010,0
3933,2011,0
3934,2012,0
3935,2013,0
3936,2014,0
3937,2015,0
3938,2016,0
3939,2017,0
3940,2018,0
3941,2019,0
3942,2020,0
5787,1992,1
5788,1993,4
5789,1993,1
5790,1994,1
5791,1995,1
5792,1995,1
5793,1995,1
5794,1995,5
5795,1995,1
5796,1995,1
5797,1996,1
5798,1996,1
5799,1996,1
5800,1996,1
5801,1996,1
5802,1997,1
5803,1998,0
5804,1999,0
5805,2000,1
5806,2000,1
5807,2000,1
5808,2001,1
5809,2001,1
5810,2001,1
5811,2001,1
5812,2001,2
5813,2001,1
5814,2002,1
5815,2002,1
5816,2002,1
5817,2002,1
5818,2002,1
5819,2002,1
5820,2002,8
5821,2002,1
5822,2003,0
5823,2004,1
5824,2004,1
5825,2005,1
5826,2005,1
5827,2005,1
5828,2006,1
5829,2006,1
5830,2007,0
5831,2008,1
5832,2008,1
5833,2009,0
5834,2010,1
5835,2010,1
5836,2010,1
5837,2011,1
5838,2011,1
5839,2011,1
5840,2011,1
5841,2012,1
5842,2012,1
5843,2012,1
5844,2012,1
5845,2012,1
5846,2012,1
5847,2012,1
5848,2012,1
5849,2013,1
5850,2013,1
5851,2013,1
5852,2013,1
5853,2013,1
5854,2013,1
5855,2013,1
5856,2014,1
5857,2015,1
5858,2015,2
5859,2016,15
5860,2016,10
5861,2017,5
5862,2017,1
5863,2017,1
5864,2017,2
5865,2018,1
5866,2018,1
5867,2018,1
5868,2018,1
5869,2018,1
5870,2018,1
5871,2019,1
5872,2019,1
5873,2019,1
5874,2019,1
5875,2019,1
5876,2020,1
11813,1990,1
11814,1991,9
11815,1991,1
11816,1991,1
11817,1991,1
11818,1991,3
11819,1991,1
11820,1991,4
11821,1991,1
11822,1991,1
11823,1991,1
11824,1991,1
11825,1991,1
11826,1991,1
11827,1991,1
11828,1991,1
11829,1991,1
11830,1991,1
11831,1992,0
11832,1993,5
11833,1994,0
11834,1995,0
11835,1996,0
11836,1997,0
11837,1998,1
11838,1998,1
11839,1998,1
11840,1999,0
11841,2000,19
11842,2001,0
11843,2002,5
11844,2002,37
11845,2002,1
11846,2002,1
11847,2002,1
11848,2002,1
11849,2003,1
11850,2004,1
11851,2004,1
11852,2004,1
11853,2004,1
11854,2004,1
11855,2004,1
11856,2005,1
11857,2005,1
11858,2006,1
11859,2006,1
11860,2007,13
11861,2007,1
11862,2007,1
11863,2008,0
11864,2009,3
11865,2009,1
11866,2009,1
11867,2009,10
11868,2009,4
11869,2009,1
11870,2009,1
11871,2010,1
11872,2011,1
11873,2012,1
11874,2012,1
11875,2013,0
11876,2014,1
11877,2014,4
11878,2015,1
11879,2016,1
11880,2016,1
11881,2017,0
11882,2018,1
11883,2018,1
11884,2018,1
11885,2018,1
11886,2018,1
11887,2018,1
11888,2018,1
11889,2018,1
11890,2018,1
11891,2018,1
11892,2018,1
11893,2018,1
11894,2018,1
11895,2018,1
11896,2018,1
11897,2018,1
11898,2018,1
11899,2018,1
11900,2018,1
11901,2018,1
11902,2018,1
11903,2018,1
11904,2018,1
11905,2018,1
11906,2018,1
11907,2018,1
11908,2018,1
11909,2018,1
11910,2018,1
11911,2018,1
11912,2018,1
11913,2018,1
11914,2018,1
11915,2018,1
11916,2018,1
11917,2018,1
11918,2018,1
11919,2018,1
11920,2018,1
11921,2018,1
11922,2018,1
11923,2018,1
11924,2018,1
11925,2018,1
11926,2018,1
11927,2018,1
11928,2018,1
11929,2018,1
11930,2019,1
11931,2019,1
11932,2019,1
11933,2019,1
11934,2020,0
11121,1990,1
11122,1991,0
11123,1992,2
11124,1992,1
11125,1992,1
11126,1993,0
11127,1994,1
11128,1994,1
11129,1994,1
11130,1995,1
11131,1995,1
11132,1995,1
11133,1996,0
11134,1997,0
11135,1998,0
11136,1999,1
11137,1999,1
11138,2000,1
11139,2001,1
11140,2001,1
11141,2001,1
11142,2001,1
11143,2001,1
11144,2001,1
11145,2001,1
11146,2002,1
11147,2002,1
11148,2003,1
11149,2003,1
11150,2003,1
11151,2003,2
11152,2004,1
11153,2004,1
11154,2004,1
11155,2004,1
11156,2005,1
11157,2006,1
11158,2006,1
11159,2006,1
11160,2007,1
11161,2008,1
11162,2009,1
11163,2010,2
11164,2011,2
11165,2012,0
11166,2013,1
11167,2013,1
11168,2013,1
11169,2014,1
11170,2014,1
11171,2014,1
11172,2014,1
11173,2015,0
11174,2016,1
11175,2016,1
11176,2016,1
11177,2017,1
11178,2018,1
11179,2019,1
11180,2019,1
11181,2019,1
11182,2019,1
11183,2019,1
11184,2019,1
11185,2019,1
11186,2019,1
11187,2019,1
11188,2019,1
11189,2019,1
11190,2019,1
11191,2019,1
11192,2020,1
16657,1990,0
16658,1991,0
16659,1992,0
16660,1993,1
16661,1993,1
16662,1994,0
16663,1995,32
16664,1995,1
16665,1995,28
16666,1996,2
16667,1996,1
16668,1996,1
16669,1997,1
16670,1997,1
16671,1997,1
16672,1997,1
16673,1998,1
16674,1998,2
16675,1998,1
16676,1998,1
16677,1998,1
16678,1998,1
16679,1998,1
16680,1998,1
16681,1998,2
16682,1998,1
16683,1999,1
16684,1999,1
16685,1999,1
16686,1999,2
16687,1999,1
16688,1999,1
16689,1999,1
16690,1999,1
16691,2000,1
16692,2000,1
16693,2000,1
16694,2000,1
16695,2000,1
16696,2000,1
16697,2000,1
16698,2000,1
16699,2000,1
16700,2000,1
16701,2001,1
16702,2001,1
16703,2001,1
16704,2001,1
16705,2001,1
16706,2001,1
16707,2001,1
16708,2002,2
16709,2002,1
16710,2002,1
16711,2003,1
16712,2003,1
16713,2003,1
16714,2003,1
16715,2004,1
16716,2005,1
16717,2006,1
16718,2006,1
16719,2006,3
16720,2006,1
16721,2006,1
16722,2006,1
16723,2007,1
16724,2007,1
16725,2007,1
16726,2007,1
16727,2007,1
16728,2007,1
16729,2008,1
16730,2008,1
16731,2008,1
16732,2008,2
16733,2008,1
16734,2008,1
16735,2008,1
16736,2008,1
16737,2008,1
16738,2008,1
16739,2008,1
16740,2008,1
16741,2009,1
16742,2009,1
16743,2009,1
16744,2009,1
16745,2009,1
16746,2009,1
16747,2009,1
16748,2009,1
16749,2009,1
16750,2010,1
16751,2010,1
16752,2010,1
16753,2010,1
16754,2010,1
16755,2010,1
16756,2010,1
16757,2011,1
16758,2011,1
16759,2011,1
16760,2012,1
16761,2012,1
16762,2013,1
16763,2013,2
16764,2014,1
16765,2014,1
16766,2014,1
16767,2015,1
16768,2015,1
16769,2015,1
16770,2015,1
16771,2015,1
16772,2015,1
16773,2015,1
16774,2015,1
16775,2015,2
16776,2015,1
16777,2015,1
16778,2015,1
16779,2015,1
16780,2016,1
16781,2016,1
16782,2016,1
16783,2016,1
16784,2016,1
16785,2016,1
16786,2016,1
16787,2016,1
16788,2016,1
16789,2016,1
16790,2016,1
16791,2016,1
16792,2016,26
16793,2016,1
16794,2016,1
16795,2016,1
16796,2017,1
16797,2017,1
16798,2017,1
16799,2017,1
16800,2017,1
16801,2017,1
16802,2018,1
16803,2018,1
16804,2018,1
16805,2018,1
16806,2018,1
16807,2019,1
16808,2020,1
8427,1990,1
8428,1990,1
8429,1991,5
8430,1991,4
8431,1991,2
8432,1992,0
8433,1993,5
8434,1994,1
8435,1995,0
8436,1996,0
8437,1997,1
8438,1997,1
8439,1997,1
8440,1997,2
8441,1997,2
8442,1997,1
8443,1997,1
8444,1998,13
8445,1999,0
8446,2000,1
8447,2000,1
8448,2001,0
8449,2002,2
8450,2003,0
8451,2004,1
8452,2005,1
8453,2006,0
8454,2007,1
8455,2007,1
8456,2008,1
8457,2008,1
8458,2009,1
8459,2010,0
8460,2011,1
8461,2011,1
8462,2012,1
8463,2012,1
8464,2012,1
8465,2012,1
8466,2012,1
8467,2013,1
8468,2013,1
8469,2014,0
8470,2015,0
8471,2016,1
8472,2016,1
8473,2016,1
8474,2016,1
8475,2017,2
8476,2017,1
8477,2018,1
8478,2018,1
8479,2018,1
8480,2018,1
8481,2018,1
8482,2018,1
8483,2019,1
8484,2019,6
8485,2019,5
8486,2019,1
8487,2019,1
8488,2019,1
8489,2019,6
8490,2020,0
8621,1990,0
8622,1991,1
8623,1991,1
8624,1992,1
8625,1992,1
8626,1992,1
8627,1992,1
8628,1992,1
8629,1993,0
8630,1994,0
8631,1995,8
8632,1996,0
8633,1997,0
8634,1998,1
8635,1999,1
8636,1999,1
8637,1999,1
8638,2000,1
8639,2000,1
8640,2000,1
8641,2000,1
8642,2000,1
8643,2001,1
8644,2002,1
8645,2003,1
8646,2003,1
8647,2003,5
8648,2003,1
8649,2004,1
8650,2004,1
8651,2004,1
8652,2004,1
8653,2004,1
8654,2005,1
8655,2005,1
8656,2005,1
8657,2005,1
8658,2005,1
8659,2006,0
8660,2007,3
8661,2007,1
8662,2008,1
8663,2008,1
8664,2008,1
8665,2008,1
8666,2008,1
8667,2008,1
8668,2008,1
8669,2008,1
8670,2009,1
8671,2009,1
8672,2009,1
8673,2009,1
8674,2009,1
8675,2009,1
8676,2009,1
8677,2009,1
8678,2009,1
8679,2009,1
8680,2009,1
8681,2010,1
8682,2011,1
8683,2012,1
8684,2012,1
8685,2012,1
8686,2012,1
8687,2012,1
8688,2012,1
8689,2012,1
8690,2012,1
8691,2012,1
8692,2012,1
8693,2012,1
8694,2012,1
8695,2013,1
8696,2013,1
8697,2013,1
8698,2013,1
8699,2014,1
8700,2015,1
8701,2015,1
8702,2016,1
8703,2016,1
8704,2016,1
8705,2016,1
8706,2016,1
8707,2016,1
8708,2017,1
8709,2018,0
8710,2019,0
8711,2020,0
12027,1990,0
12028,1991,0
12029,1992,0
12030,1993,1
12031,1994,0
12032,1995,0
12033,1996,0
12034,1997,0
12035,1998,0
12036,1999,4
12037,1999,1
12038,2000,1
12039,2000,1
12040,2000,1
12041,2000,1
12042,2001,0
12043,2002,0
12044,2003,0
12045,2004,0
12046,2005,5
12047,2006,1
12048,2007,1
12049,2008,0
12050,2009,1
12051,2010,0
12052,2011,0
12053,2012,0
12054,2013,1
12055,2014,0
12056,2015,1
12057,2016,0
12058,2017,0
12059,2018,0
12060,2019,0
12061,2020,0
434,1990,2
435,1990,60
436,1990,1
437,1990,1
438,1990,1
439,1991,1
440,1991,1
441,1991,3
442,1991,54
443,1992,1
444,1992,40
445,1992,37
446,1992,1
447,1992,1
448,1993,1
449,1994,1
450,1994,1
451,1994,4
452,1994,1
453,1994,1
454,1994,1
455,1994,1
456,1994,2
457,1994,1
458,1994,1
459,1994,1
460,1994,1
461,1995,1
462,1995,1
463,1995,1
464,1995,3
465,1995,1
466,1995,2
467,1995,1
468,1995,1
469,1995,14
470,1995,8
471,1996,1
472,1996,19
473,1996,1
474,1996,1
475,1996,1
476,1996,1
477,1997,1
478,1997,7
479,1997,1
480,1998,1
481,1998,1
482,1998,2
483,1998,1
484,1998,1
485,1998,1
486,1998,1
487,1998,1
488,1999,1
489,1999,1
490,1999,1
491,1999,1
492,2000,1
493,2000,1
494,2000,1
495,2000,1
496,2000,1
497,2000,1
498,2000,1
499,2000,1
500,2001,2
501,2001,1
502,2001,1
503,2002,5
504,2003,1
505,2003,1
506,2004,1
507,2004,1
508,2004,1
509,2005,1
510,2005,1
511,2006,1
512,2006,2
513,2006,198
514,2006,1
515,2006,1
516,2006,1
517,2006,46
518,2007,1
519,2007,1
520,2007,1
521,2007,1
522,2007,1
523,2008,1
524,2008,1
525,2008,1
526,2009,1
527,2009,1
528,2009,1
529,2009,1
530,2009,1
531,2010,4
532,2011,1
533,2011,4
534,2012,1
535,2012,1
536,2013,1
537,2013,1
538,2013,22
539,2014,1
540,2014,2
541,2014,1
542,2014,1
543,2014,1
544,2014,1
545,2014,1
546,2014,1
547,2014,1
548,2014,1
549,2014,1
550,2014,2
551,2014,1
552,2014,1
553,2014,1
554,2015,1
555,2015,1
556,2015,1
557,2015,1
558,2015,1
559,2015,7
560,2015,1
561,2015,1
562,2015,1
563,2015,1
564,2015,1
565,2015,3
566,2015,1
567,2016,1
568,2016,1
569,2016,75
570,2016,1
571,2016,1
572,2017,35
573,2017,1
574,2017,1
575,2017,19
576,2018,1
577,2018,1
578,2018,1
579,2019,2
580,2019,1
581,2019,1
582,2019,1
583,2019,1
584,2020,1
585,2020,1
586,2020,1
6768,1991,1
6769,1991,1
6770,1991,1
6771,1991,1
6772,1991,1
6773,1991,1
6774,1991,31
6775,1992,1
6776,1993,1
6777,1993,1
6778,1994,1
6779,1995,1
6780,1995,1
6781,1995,1
6782,1995,22
6783,1995,1
6784,1995,1
6785,1995,1
6786,1995,1
6787,1995,1
6788,1995,1
6789,1996,0
6790,1997,1
6791,1998,1
6792,1998,1
6793,1998,1
6794,1999,5
6795,1999,1
6796,2000,1
6797,2000,1
6798,2000,1
6799,2000,1
6800,2000,1
6801,2000,1
6802,2000,1
6803,2000,1
6804,2001,1
6805,2002,111
6806,2002,1
6807,2002,1
6808,2002,1
6809,2002,1
6810,2002,1
6811,2002,1
6812,2002,1
6813,2003,1
6814,2003,1
6815,2003,1
6816,2003,1
6817,2003,1
6818,2003,1
6819,2003,1
6820,2003,1
6821,2003,6
6822,2004,1
6823,2004,1
6824,2004,86
6825,2004,1
6826,2004,1
6827,2004,1
6828,2004,1
6829,2005,0
6830,2006,1
6831,2007,0
6832,2008,1
6833,2009,1
6834,2009,1
6835,2009,1
6836,2009,1
6837,2009,1
6838,2010,0
6839,2011,1
6840,2012,4
6841,2012,1
6842,2013,25
6843,2013,1
6844,2014,0
6845,2015,1
6846,2015,2
6847,2015,1
6848,2015,1
6849,2015,1
6850,2015,1
6851,2015,1
6852,2015,1
6853,2015,1
6854,2015,1
6855,2015,1
6856,2015,30
6857,2015,1
6858,2015,1
6859,2016,104
6860,2016,1
6861,2016,1
6862,2016,1
6863,2016,1
6864,2016,1
6865,2016,1
6866,2016,1
6867,2016,1
6868,2016,1
6869,2016,1
6870,2016,1
6871,2016,1
6872,2016,1
6873,2016,1
6874,2016,1
6875,2017,1
6876,2017,1
6877,2017,1
6878,2017,1
6879,2018,1
6880,2019,1
6881,2020,0
14427,1990,1
14428,1990,1
14429,1990,1
14430,1990,1
14431,1990,1
14432,1990,1
14433,1990,1
14434,1990,1
14435,1990,2
14436,1990,1
14437,1990,1
14438,1990,1
14439,1991,1
14440,1991,1
14441,1991,1
14442,1992,0
14443,1993,1
14444,1994,1
14445,1994,1
14446,1995,0
14447,1996,1
14448,1997,1
14449,1998,1
14450,1998,1
14451,1999,0
14452,2000,0
14453,2001,0
14454,2002,1
14455,2003,1
14456,2004,0
14457,2005,1
14458,2005,1
14459,2005,1
14460,2005,1
14461,2005,1
14462,2005,1
14463,2006,1
14464,2006,1
14465,2006,1
14466,2006,1
14467,2006,12
14468,2006,1
14469,2006,1
14470,2006,1
14471,2006,1
14472,2007,1
14473,2008,1
14474,2008,2
14475,2008,1
14476,2008,1
14477,2009,0
14478,2010,1
14479,2011,0
14480,2012,1
14481,2013,0
14482,2014,0
14483,2015,0
14484,2016,0
14485,2017,1
14486,2018,1
14487,2019,1
14488,2019,1
14489,2020,0
6119,2006,0
6120,2007,1
6121,2008,1
6122,2009,1
6123,2010,0
6124,2011,0
6125,2012,32
6126,2012,1
6127,2013,0
6128,2014,1
6129,2014,1
6130,2014,1
6131,2015,1
6132,2016,0
6133,2017,1
6134,2018,1
6135,2019,1
6136,2019,1
6137,2019,1
6138,2020,1
12062,1990,2
12063,1991,1
12064,1992,0
12065,1993,0
12066,1994,1
12067,1995,0
12068,1996,0
12069,1997,0
12070,1998,1
12071,1999,0
12072,2000,1
12073,2000,1
12074,2000,2
12075,2001,0
12076,2002,0
12077,2003,0
12078,2004,0
12079,2005,0
12080,2006,0
12081,2007,0
12082,2008,0
12083,2009,0
12084,2010,1
12085,2011,1
12086,2011,1
12087,2011,1
12088,2011,1
12089,2011,939
12090,2011,1
12091,2012,0
12092,2013,1
12093,2013,1
12094,2013,1
12095,2014,1
12096,2014,1
12097,2014,1
12098,2015,1
12099,2016,10
12100,2017,8
12101,2017,91
12102,2017,1
12103,2017,32
12104,2017,1
12105,2018,1
12106,2018,1
12107,2018,1
12108,2018,1
12109,2018,1
12110,2018,3
12111,2019,1
12112,2019,2
12113,2019,1
12114,2019,1
12115,2019,1
12116,2019,1
12117,2019,1
12118,2020,0
10821,1990,2
10822,1990,1
10823,1991,1
10824,1992,2
10825,1992,2
10826,1992,1
10827,1992,1
10828,1992,1
10829,1992,1
10830,1993,1
10831,1993,1
10832,1993,2
10833,1993,1
10834,1994,1
10835,1994,1
10836,1994,1
10837,1994,1
10838,1994,1
10839,1994,2
10840,1995,2
10841,1995,1
10842,1995,1
10843,1996,1
10844,1997,1
10845,1997,2
10846,1998,1
10847,1999,0
10848,2000,2
10849,2001,19
10850,2002,0
10851,2003,1
10852,2003,1
10853,2004,1
10854,2004,1
10855,2004,4
10856,2005,5
10857,2006,0
10858,2007,0
10859,2008,1
10860,2008,1
10861,2009,32
10862,2010,1
10863,2010,1
10864,2010,1
10865,2010,2
10866,2011,1
10867,2011,1
10868,2011,1
10869,2011,1
10870,2012,1
10871,2012,1
10872,2012,1
10873,2012,1
10874,2012,1
10875,2013,1
10876,2013,1
10877,2013,1
10878,2013,1
10879,2013,1
10880,2013,1
10881,2013,1
10882,2013,1
10883,2014,1
10884,2014,1
10885,2014,1
10886,2014,1
10887,2014,1
10888,2014,1
10889,2015,1
10890,2015,1
10891,2015,1
10892,2015,1
10893,2015,1
10894,2016,3
10895,2016,1
10896,2016,1
10897,2017,1
10898,2017,1
10899,2017,1
10900,2018,0
10901,2019,0
10902,2020,0
15871,1990,1
15872,1990,62
15873,1990,1
15874,1991,1
15875,1991,1
15876,1992,0
15877,1993,0
15878,1994,0
15879,1995,0
15880,1996,3
15881,1996,2
15882,1996,2
15883,1996,1
15884,1996,1
15885,1996,2
15886,1996,1
15887,1996,1
15888,1997,2
15889,1998,1
15890,1998,1
15891,1999,0
15892,2000,0
15893,2001,0
15894,2002,0
15895,2003,0
15896,2004,0
15897,2005,0
15898,2006,0
15899,2007,1
15900,2007,1
15901,2007,1
15902,2007,1
15903,2007,1
15904,2007,1
15905,2007,1
15906,2007,1
15907,2007,1
15908,2007,1
15909,2007,1
15910,2007,1
15911,2007,5
15912,2007,1
15913,2007,1
15914,2007,1
15915,2007,2
15916,2007,1
15917,2007,2
15918,2007,1
15919,2007,1
15920,2008,0
15921,2009,0
15922,2010,0
15923,2011,0
15924,2012,7
15925,2012,12
15926,2013,1
15927,2014,1
15928,2014,1
15929,2014,1
15930,2014,1
15931,2014,1
15932,2014,6
15933,2014,1
15934,2014,1
15935,2014,1
15936,2014,1
15937,2014,1
15938,2014,1
15939,2014,1
15940,2014,1
15941,2014,1
15942,2014,1
15943,2015,50
15944,2015,1
15945,2015,1
15946,2015,1
15947,2016,1
15948,2016,5
15949,2016,8
15950,2016,1
15951,2016,4
15952,2017,1
15953,2018,1
15954,2018,1
15955,2018,1
15956,2018,1
15957,2018,1
15958,2018,1
15959,2019,1
15960,2019,1
15961,2019,1
15962,2019,1
15963,2019,1
15964,2019,1
15965,2019,1
15966,2019,1
15967,2019,1
15968,2020,0
11370,1990,1
11371,1991,1
11372,1991,1
